prodcode	dmdcode	gemscriptcode	productname	drugsubstance	strength	formulation	route	bnfcode	bnfchapter	Group
73765	9153711000001104	70589020	Propranolol 10mg tablets (Ranbaxy (UK) Ltd)	Propranolol hydrochloride	10mg	Tablet	Oral	02040000/04070402/04090300/06020200	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
73809	18506211000001104	01112020	Bisoprolol 1.25mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	1.25mg	Tablet	Oral	02040000/02050000	Beta-Adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
73993	14244511000001108	00805020	Frumil 40mg/5mg tablets (Sigma Pharmaceuticals Plc)	Amiloride hydrochloride/Furosemide	5mg + 40mg	Tablet	Oral	02020400	Potassium-Sparing Diuretics With Other Diuretics	Diuretic
74000	5346711000001108	00006020	Cardura XL 4mg tablets (Waymade Healthcare Plc)	Doxazosin mesilate	4mg	Modified-release tablet	Oral	02050400/07040150	Alpha-Adrenoceptor Blocking Drugs/Alpha-Blockers (In Urinary Retention)	Alpha blocker
74008	5426911000001100	01487020	Zestoretic 20 tablets (Waymade Healthcare Plc)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors	Diuretic
74015	17595711000001108	01031020	Slow-Trasicor 160mg tablets (Sigma Pharmaceuticals Plc)	Oxprenolol hydrochloride	160mg	Modified-release tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
74017	5392111000001103	10101020	Moduretic 5mg/50mg tablets (Waymade Healthcare Plc)	Amiloride hydrochloride/Hydrochlorothiazide	5mg + 50mg	Tablet	Oral	02020400	Potassium-Sparing Diuretics With Other Diuretics	Diuretic
74037	5373511000001105	01316020	Hytrin 5mg tablets (Waymade Healthcare Plc)	Terazosin hydrochloride	5mg	Tablet	Oral	02050400/07040150	Alpha-Adrenoceptor Blocking Drugs/Alpha-Blockers (In Urinary Retention)	Alpha blocker
74039	14625611000001108	01076020	Tenif 50mg/20mg modified-release capsules (Sigma Pharmaceuticals Plc)	Atenolol/Nifedipine	50mg + 20mg	Modified-release capsule	Oral	02040000/02060200	Beta-Adrenoceptor Blocking Drugs/Calcium-Channel Blockers	B-blocker
74040	16449811000001104	01495020	Zestoretic 20 tablets (Lexon (UK) Ltd)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02050501	Angiotensin-Converting Enzyme Inhibitors	Diuretic
74062	14493611000001100	01165020	Celectol 400mg tablets (Sigma Pharmaceuticals Plc)	Celiprolol hydrochloride	400mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
74076	13801211000001108	75699020	Nebivolol 5mg tablets (PLIVA Pharma Ltd)	Nebivolol hydrochloride	5mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
74153	12431011000001108	31978020	Chlorothiazide 10mg/5ml oral solution	Chlorothiazide	2mg/1ml	Oral solution	Oral	02020100	Thiazides And Related Diuretics	Diuretic
74154	13353811000001104	34646020	Spironolactone 2mg/5ml oral suspension	Spironolactone	400microgram/1ml	Oral suspension	Oral	02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
74172	15101611000001108	00675020	Indapamide 1.5mg modified-release tablets (Sigma Pharmaceuticals Plc)	Indapamide	1.5mg	Modified-release tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
74215	24371611000001100	23684021	Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals)	Losartan potassium/Hydrochlorothiazide	50mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-II Receptor Antagonists With Diuretic	Diuretic
74285	8707011000001106	20822020	Spironolactone 25mg/5ml oral suspension (Drug Tariff Special Order)	Spironolactone	5mg/1ml	Oral suspension	Oral	02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
74381	12087411000001108	30812020	Furosemide 3mg/5ml oral suspension	Furosemide	600microgram/1ml	Oral suspension	Oral	02020200	Loop Diuretics	Diuretic
74567	421069003	82752021	Doxazosin 8mg tablets	Doxazosin mesilate	8mg	Tablet	Oral	02050400/07040150	Alpha-Adrenoceptor Blocking Drugs/Alpha-Blockers (In Urinary Retention)	Alpha blocker
74619	7334111000001100	67725020	Carvedilol 12.5mg tablets (Teva UK Ltd)	Carvedilol	12.5mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
74623	684111000001100	61055020	Celiprolol 400mg tablets (Mylan)	Celiprolol hydrochloride	400mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
74628	3659411000001105	59226020	Sotalol 80mg tablets (Teva UK Ltd)	Sotalol hydrochloride	80mg	Tablet	Oral	02030200/02040000	Drugs For Arrhythmias/Beta-Adrenoceptor Blocking Drugs	B-blocker
74631	46011000001105	55622020	Spironolactone 50mg tablets (Actavis UK Ltd)	Spironolactone	50mg	Tablet	Oral	02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
74677	30133911000001100	53228021	Furosemide 40mg tablets (Mawdsley-Brooks & Company Ltd)	Furosemide	40mg	Tablet	Oral	02020200	Loop Diuretics	Diuretic
74742	15160311000001108	36006020	Bisoprolol 625micrograms/5ml oral suspension	Bisoprolol fumarate	125microgram/1ml	Oral suspension	Oral	02040000/02050000	Beta-Adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
74800	16182411000001100	00806020	Frumil 40mg/5mg tablets (Lexon (UK) Ltd)	Amiloride hydrochloride/Furosemide	5mg + 40mg	Tablet	Oral	02020400	Potassium-Sparing Diuretics With Other Diuretics	Diuretic
74829	17799811000001102	01039020	Sotalol 40mg tablets (Phoenix Healthcare Distribution Ltd)	Sotalol hydrochloride	40mg	Tablet	Oral	02030200/02040000	Drugs For Arrhythmias/Beta-Adrenoceptor Blocking Drugs	B-blocker
74831	15083211000001104	01361020	Doxazosin 4mg tablets (Sigma Pharmaceuticals Plc)	Doxazosin mesilate	4mg	Tablet	Oral	02050400/07040150	Alpha-Adrenoceptor Blocking Drugs/Alpha-Blockers (In Urinary Retention)	Alpha blocker
74854	8668711000001100	20533020	Metoprolol 25mg/5ml oral solution	Metoprolol tartrate	5mg/1ml	Oral solution	Oral	02040000/04070402	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine	B-blocker
74874	13983811000001102	01492020	Zestoretic 20 tablets (DE Pharmaceuticals)	Lisinopril/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02050501	Angiotensin-Converting Enzyme Inhibitors	Diuretic
74926	28986611000001104	47985021	Furosemide 20mg tablets (Crescent Pharma Ltd)	Furosemide	20mg	Tablet	Oral	02020200	Loop Diuretics	Diuretic
74929	250335001000027104	94570020	Nadolol Oral solution	Nadolol		Oral Solution		02040000/04070402	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine	B-blocker
74930	16104311000001104	36923020	Nadolol 30mg/5ml oral suspension (Drug Tariff Special Order)	Nadolol	6mg/1ml	Oral suspension	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
74942	8359911000001106	92565020	Chlortalidone 50mg/5ml oral suspension	Chlortalidone	10mg/1ml	Oral suspension	Oral	02020100	Thiazides And Related Diuretics	Diuretic
75010	16235001000027106	50076020	Metoprolol tartrate 50mg Tablet (C P Pharmaceuticals Ltd)	Metoprolol tartrate	50mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
75060	243155001000027104	91257020	Sotalol oral solution	Sotalol Hydrochloride				02030201/02040000	Supraventricular & Ventricular Arrhythmias/Beta-Adrenoceptor Blocking Drugs	B-blocker
75069	30015911000001100	53233021	Co-amilozide 2.5mg/25mg tablets (Mawdsley-Brooks & Company Ltd)	Amiloride hydrochloride/Hydrochlorothiazide	2.5mg + 25mg	Tablet	Oral	02020400	Potassium-Sparing Diuretics With Other Diuretics	Diuretic
75260	21574911000001104	45499020	Zaroxolyn 2.5mg tablets (Imported (Canada))	Metolazone	2.5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
75278	13199811000001102	34204020	Propranolol 5mg/5ml oral suspension	Propranolol hydrochloride	1mg/1ml	Oral suspension	Oral	02040000/04070402/04090300/06020200	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
75289	32759511000001108	69002021	Propranolol 5mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)	Propranolol hydrochloride	1mg/1ml	Oral solution	Oral	02040000/04070402/04090300/06020200	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
75312	36106711000001104	82655021	Bedranol 80mg tablets (Ennogen Pharma Ltd)	Propranolol hydrochloride	80mg	Tablet	Oral	02040000/04070402/04090300/06020200	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
75383	376346007	29755021	Chlortalidone 25mg tablets	Chlortalidone	25mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
75413	NA	34865020	Spironolactone 8mg/5ml oral solution (Special Order)	Spironolactone	1.6mg/1ml	Oral solution	Oral	02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
75463	NA	36004020	Bisoprolol 625micrograms/5ml oral solution	Bisoprolol fumarate	125microgram/1ml	Oral solution	Oral	02040000/02050000	Beta-Adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
75488	NA	34642020	Spironolactone 250mg/5ml oral suspension	Spironolactone	25mg/1ml	Oral suspension	Oral	02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
75507	NA	56035020	Propranolol 160mg Capsule (IVAX Pharmaceuticals UK Ltd)	Propranolol hydrochloride	160mg	Modified-release capsule	Oral	02040000/04070402	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine	B-blocker
75593	NA	55566020	Spironolactone 10mg/5ml Oral solution sugar free (Rosemont Pharmaceuticals Ltd)	Spironolactone	10mg/5ml	Oral Solution		02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
75821	NA	01035020	Sotalol 40mg tablets (Alliance Healthcare (Distribution) Ltd)	Sotalol hydrochloride	40mg	Tablet	Oral	02030200/02040000	Drugs For Arrhythmias/Beta-Adrenoceptor Blocking Drugs	B-blocker
75855	NA	30611020	Furosemide 10mg/5ml oral suspension	Furosemide	2mg/1ml	Oral suspension	Oral	02020200	Loop Diuretics	Diuretic
75957	NA	30319020	Chlorothiazide 5mg/5ml oral solution	Chlorothiazide	1mg/1ml	Oral solution	Oral	02020100	Thiazides And Related Diuretics	Diuretic
76031	NA	32029020	Chlorothiazide 250mg/5ml oral solution (Special Order)	Chlorothiazide	50mg/1ml	Oral solution	Oral	02020100	Thiazides And Related Diuretics	Diuretic
76149	NA	30748020	Doxazosin 5mg/5ml oral suspension	Doxazosin mesilate	1mg/1ml	Oral suspension	Oral	02050400/07040150	Alpha-Adrenoceptor Blocking Drugs/Alpha-Blockers (In Urinary Retention)	Alpha blocker
76157	NA	30826020	Furosemide 50mg/5ml oral solution	Furosemide	10mg/1ml	Oral solution	Oral	02020200	Loop Diuretics	Diuretic
76180	NA	20540020	Metoprolol 5mg/5ml oral solution	Metoprolol tartrate	1mg/1ml	Oral solution	Oral	02040000/04070402	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine	B-blocker
76195	NA	55565020	Spironolactone 5mg/5ml Oral suspension sugar free (Rosemont Pharmaceuticals Ltd)	Spironolactone	5mg/5ml	Oral Suspension		02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
76252	NA	68809020	Propranolol 160mg modified-release capsules (Teva UK Ltd)	Propranolol hydrochloride	160mg	Modified-release capsule	Oral	02040000/04070402/04090300/06020200	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
76299	NA	62800020	Bisoprolol 10mg tablets (Kent Pharmaceuticals Ltd)	Bisoprolol fumarate	10mg	Tablet	Oral	02040000/02050000	Beta-Adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
76321	NA	40500020	Spironolactone 100mg tablets (Genesis Pharmaceuticals Ltd)	Spironolactone	100mg	Tablet	Oral	02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
76322	NA	01099020	Bisoprolol 10mg tablets (Almus Pharmaceuticals Ltd)	Bisoprolol fumarate	10mg	Tablet	Oral	02040000/02050000	Beta-Adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
76323	NA	47986021	Furosemide 40mg tablets (Crescent Pharma Ltd)	Furosemide	40mg	Tablet	Oral	02020200	Loop Diuretics	Diuretic
76383	NA	63202020	Terazosin 10mg tablets (Teva UK Ltd)	Terazosin hydrochloride	10mg	Tablet	Oral	02050400/07040150	Alpha-Adrenoceptor Blocking Drugs/Alpha-Blockers (In Urinary Retention)	Alpha blocker
76431	NA	71414020	Cardinol 10mg Tablet (C P Pharmaceuticals Ltd)	Propranolol hydrochloride	10mg	Tablet	Oral	02030202/02040000	Supraventricular Arrhythmias/Beta-Adrenoceptor Blocking Drugs	B-blocker
76440	NA	01070020	Beta-Adalat modified-release capsules (Dowelhurst Ltd)	Atenolol/Nifedipine	50mg + 20mg	Modified-release capsule	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
76483	NA	01106020	Bisoprolol 1.25mg tablets (Sigma Pharmaceuticals Plc)	Bisoprolol fumarate	1.25mg	Tablet	Oral	02040000/02050000	Beta-Adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
76484	NA	01226020	Nebivolol 5mg tablets (Sigma Pharmaceuticals Plc)	Nebivolol hydrochloride	5mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
76531	NA	20523020	Metoprolol 10mg/5ml oral suspension	Metoprolol tartrate	2mg/1ml	Oral suspension	Oral	02040000/04070402	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine	B-blocker
76593	NA	16664021	Atenolol 25mg/5ml oral solution sugar free (DE Pharmaceuticals)	Atenolol	5mg/1ml	Oral solution	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
76633	NA	53250021	Propranolol 10mg tablets (DE Pharmaceuticals)	Propranolol hydrochloride	10mg	Tablet	Oral	02040000/04070402/04090300/06020200	Beta-Adrenoceptor Blocking Drugs/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Drugs	B-blocker
76840	NA	23792021	Actelsar HCT 40mg/12.5mg tablets (Actavis UK Ltd)	Telmisartan/Hydrochlorothiazide	40mg + 12.5mg	Tablet	Oral	02050504	Angiotensin-II Receptor Antagonists With Diuretic	Diuretic
76920	NA	76786020	Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Tillomed Laboratories Ltd)	Enalapril maleate/Hydrochlorothiazide	20mg + 12.5mg	Tablet	Oral	02020100/02050501	Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors	Diuretic
76934	NA	30830020	Furosemide 6.5mg/5ml oral solution	Furosemide	1.3mg/1ml	Oral solution	Oral	02020200	Loop Diuretics	Diuretic
77002	NA	01025020	Corgard 80mg tablets (Lexon (UK) Ltd)	Nadolol	80mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
77162	NA	31980020	Chlorothiazide 12.5mg/5ml oral solution	Chlorothiazide	2.5mg/1ml	Oral solution	Oral	02020100	Thiazides And Related Diuretics	Diuretic
77198	NA	00995020	Atenolol 100mg tablets (Phoenix Healthcare Distribution Ltd)	Atenolol	100mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
77219	NA	47118020	Bisoprolol 7.5mg tablets (Waymade Healthcare Plc)	Bisoprolol fumarate	7.5mg	Tablet	Oral	02040000/02050000	Beta-Adrenoceptor Blocking Drugs/Hypertension And Heart Failure	B-blocker
77282	NA	69476020	Metoprolol 190mg Modified-release tablet	Metoprolol	190mg	Modified-Release Tablet		02040000	Beta-Adrenoceptor Blocking Drugs	B-blocker
77333	NA	59513020	Aluzine 20mg Tablet (M A Steinhard Ltd)	Furosemide	20mg	Tablet	Oral	02020200	Loop Diuretics	Diuretic
77362	NA	01351020	Cardura 2mg tablets (Sigma Pharmaceuticals Plc)	Doxazosin mesilate	2mg	Tablet	Oral	02050400/07040150	Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)	Alpha blocker
77386	NA	10846020	Dyazide 50mg/25mg tablets (Dowelhurst Ltd)	Hydrochlorothiazide/Triamterene	25mg + 50mg	Tablet	Oral	02020400	Potassium-Sparing Diuretics With Other Diuretics	Diuretic
77387	NA	01054020	Viskaldix tablets (Waymade Healthcare Plc)	Pindolol/Clopamide	10mg + 5mg	Tablet	Oral	02040100	Beta-Blockers With Diuretics	B-blocker
77406	NA	00687020	Natrilix 2.5mg tablets (Mawdsley-Brooks & Company Ltd)	Indapamide hemihydrate	2.5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
77413	NA	00939020	Inderal LA 160mg capsules (Waymade Healthcare Plc)	Propranolol hydrochloride	160mg	Modified-release capsule	Oral	02040000/04070402/04090300/06020200	Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products	B-blocker
77414	NA	10035020	Tenoretic 100mg/25mg tablets (Dowelhurst Ltd)	Atenolol/Chlortalidone	100mg + 25mg	Tablet	Oral	02020100/02040000	Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers	B-blocker
77435	NA	00970020	Sectral 400mg tablets (Mawdsley-Brooks & Company Ltd)	Acebutolol hydrochloride	400mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blockers	B-blocker
77436	NA	00011020	Cardura XL 4mg tablets (Mawdsley-Brooks & Company Ltd)	Doxazosin mesilate	4mg	Modified-release tablet	Oral	02050400/07040150	Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)	Alpha blocker
77445	NA	01030020	Slow-Trasicor 160mg tablets (DE Pharmaceuticals)	Oxprenolol hydrochloride	160mg	Modified-release tablet	Oral	02040000	Beta-Adrenoceptor Blockers	B-blocker
77449	NA	00672020	Natrilix SR 1.5mg tablets (Waymade Healthcare Plc)	Indapamide	1.5mg	Modified-release tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
77457	NA	01370020	Capozide 25mg/50mg tablets (Dowelhurst Ltd)	Captopril/Hydrochlorothiazide	50mg + 25mg	Tablet	Oral	02050501	Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)	Diuretic
77461	NA	01029020	Slow-Trasicor 160mg tablets (Waymade Healthcare Plc)	Oxprenolol hydrochloride	160mg	Modified-release tablet	Oral	02040000	Beta-Adrenoceptor Blockers	B-blocker
77466	NA	65441020	Co-tenidone 50mg/12.5mg tablets (Kent Pharmaceuticals Ltd)	Atenolol/Chlortalidone	50mg + 12.5mg	Tablet	Oral	02020100/02040000	Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers	B-blocker
77566	NA	00701020	Furosemide 40mg tablets (Bristol Laboratories Ltd)	Furosemide	40mg	Tablet	Oral	02020200	Loop Diuretics	Diuretic
77604	NA	34850020	Spironolactone 7.5mg/5ml oral suspension	Spironolactone	1.5mg/1ml	Oral suspension	Oral	02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
77610	NA	34810020	Spironolactone 6.25mg/5ml oral suspension	Spironolactone	1.25mg/1ml	Oral suspension	Oral	02020300	Potassium-Sparing Diuretics And Aldosterone Antagonists	Spironolactone
77613	NA	30313020	Atenolol 25mg/5ml oral suspension	Atenolol	5mg/1ml	Oral suspension	Oral	02040000	Beta-Adrenoceptor Blockers	B-blocker
77641	NA	00018020	CoAprovel 300mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd)	Irbesartan/Hydrochlorothiazide	300mg + 12.5mg	Tablet	Oral	02020100/02050504	Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists With Diuretic	Diuretic
77648	NA	75243020	Carvedilol 12.5mg tablets (Almus Pharmaceuticals Ltd)	Carvedilol	12.5mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blockers	B-blocker
77649	NA	00951020	Half Inderal LA 80mg capsules (DE Pharmaceuticals)	Propranolol hydrochloride	80mg	Modified-release capsule	Oral	02040000/04070402/04090300/06020200	Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products	B-blocker
77681	NA	63230020	Bendroflumethiazide 5mg tablets (Mylan)	Bendroflumethiazide	5mg	Tablet	Oral	02020100	Thiazides And Related Diuretics	Diuretic
77774	NA	20576020	Phenoxybenzamine 25mg/5ml oral suspension	Phenoxybenzamine hydrochloride	5mg/1ml	Oral suspension	Oral	02050400	Alpha-Adrenoceptor Blockers	Alpha blocker
77850	NA	30315020	Chlorothiazide 500mg/5ml oral solution	Chlorothiazide	100mg/1ml	Oral solution	Oral	02020100	Thiazides And Related Diuretics	Diuretic
77945	NA	36973020	Nadolol 20mg/5ml oral solution	Nadolol	4mg/1ml	Oral solution	Oral	02040000	Beta-Adrenoceptor Blockers	B-blocker
78098	NA	01119020	Bisoprolol 2.5mg tablets (Sigma Pharmaceuticals Plc)	Bisoprolol fumarate	2.5mg	Tablet	Oral	02040000/02050000	Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products	B-blocker
78173	NA	67922020	Carvedilol 12.5mg tablets (IVAX Pharmaceuticals UK Ltd)	Carvedilol	12.5mg	Tablet	Oral	02040000	Beta-Adrenoceptor Blockers	B-blocker
